date,T,U,Ff,ff10,VV,Td,VPD,RRR,Po,P,Pa,T_max,T_min
2021-11-14,-0.5999999999999999,75.125,2.25,,7.7875,-4.5875,0.15612631311262684,0.1,741.1125,763.45,,3.0,-4.6
2021-11-15,-2.675,80.5,1.625,,4.6625,-5.875,0.12043695496508332,0.0,746.1125,768.7875,,2.5,-7.5
2021-11-16,-0.225,62.125,3.125,,13.625,-6.7625,0.2363043590423024,0.0,746.025,768.5875,,2.4,-3.4
2021-11-17,3.7375000000000003,76.625,3.75,,6.9125,-0.10000000000000003,0.18793246823592147,0.0,740.0,762.125,,6.5,-0.1
2021-11-18,1.975,72.125,3.5,,8.2,-2.7375,0.19655712912225037,0.0,737.125,759.1125,,3.9,-0.5
2021-11-19,-2.45,58.125,2.125,,17.25,-9.75,0.2204620592265461,0.0,744.4,766.9875,,0.5,-4.4
2021-11-20,-3.625,74.25,1.875,,7.975,-7.8,0.13288157641344572,0.0,746.4125,769.175,,-0.1,-7.0
2021-11-21,-5.5125,81.0,2.5,,5.025,-8.3,0.07940889010324802,0.6,741.7,764.4875,,-3.1,-7.3
2021-11-22,-9.0375,82.75,4.5,,3.9625,-11.525,0.05330773720360858,10.1,738.3,761.25,,-7.7,-10.5
2021-11-23,-11.125,65.375,4.75,,18.5,-16.4125,0.09419535074873545,0.0,737.0375,760.2125,,-8.5,-14.1
2021-11-24,-10.671428571428573,56.714285714285715,3.142857142857143,,21.857142857142858,-17.742857142857144,0.12233509816926547,0.0,738.0,761.1714285714286,,-7.7,-13.3
2021-11-25,-10.725,64.5,2.5,,13.5,-16.2125,0.10032886226516202,0.0,742.1375,765.4375,,-7.9,-13.6
2021-11-26,-7.887499999999999,65.25,1.5,,9.5875,-13.45,0.12524556592363784,0.0,749.6125,772.95,,-3.3,-11.6
2021-11-27,-3.6750000000000003,60.625,2.75,,10.375,-10.4125,0.19766352949955782,0.0,751.9625,775.075,,-0.3,-8.3
2021-11-28,3.3375,75.625,4.375,,7.2125,-0.575,0.18973153543291796,0.0,746.6125,769.0,,6.2,-0.6
2021-11-29,-3.1,78.625,2.625,,5.825,-6.35,0.10065280980227853,0.0,747.75,770.35,,2.8,-5.0
2021-11-30,-7.15,84.875,2.75,,5.85,-9.325,0.05700001335575772,1.8,742.35,765.2625,,-5.3,-11.5
2021-12-01,-9.425,72.5,3.25,,11.75,-13.5875,0.0873446017601439,0.0,743.275,766.525,,-7.4,-12.3
2021-12-02,-3.4125,62.5,5.375,,20.375,-9.675,0.1858382953907705,0.0,733.75,756.2625,,0.2,-6.5
2021-12-03,-8.15,70.5,2.5,,15.5,-12.7625,0.10452526375033257,0.0,741.5,764.4875,,-4.9,-12.0
2021-12-04,-7.875,59.5,2.125,,13.25,-14.9375,0.15616677303199145,0.0,747.2625,770.55,,-4.3,-14.3
2021-12-05,1.8625,66.75,3.875,,10.375,-3.8000000000000003,0.23433201551626348,0.0,742.75,765.2125,,5.9,-4.2
2021-12-06,-1.4625,69.5,2.625,,11.3625,-6.6125,0.17496321026059666,0.0,748.25,770.7875,,2.1,-5.5
2021-12-07,-1.025,52.25,2.5,,17.875,-9.9375,0.28797911545019633,0.2,751.5500000000001,774.3875,,3.1,-4.6
2021-12-08,1.2624999999999997,50.125,2.375,,11.125,-8.125,0.34871607385507225,0.1,750.075,772.65,,5.8,-2.7
2021-12-09,3.85,64.75,2.375,,8.375,-2.2375,0.28258039262552914,0.2,746.45,768.6875,,6.3,1.4
2021-12-10,-0.5749999999999998,90.875,2.625,,3.875,-1.8874999999999997,0.054403124095053663,0.4,746.6875,769.1,,3.1,-6.1
2021-12-11,-4.225,84.125,3.0,,7.0125,-6.65,0.07523130705609986,0.0,746.8875,769.775,,-0.2,-7.5
2021-12-12,-9.65,57.75,4.25,,22.375,-16.65,0.1280484319676602,0.0,748.625,771.8875,,-8.0,-11.3
2021-12-13,-6.3,49.5,3.625,,18.75,-15.7,0.21431639946014966,0.0,743.5,766.6375,,-1.6,-12.2
2021-12-14,-3.375,68.75,2.875,,8.6375,-8.6125,0.16845100786988954,0.0,738.3625,760.8625,,1.2,-9.6
2021-12-15,-7.2875,73.25,1.375,,5.4125,-11.625,0.11387117634591376,0.0,742.5,765.5125,,-1.8,-12.8
2021-12-16,-11.625,83.75,2.375,,4.3,-13.8375,0.042187095677076424,3.4,744.65,767.9,,-7.2,-16.9
2021-12-17,-17.4375,64.625,3.75,,12.3875,-22.7625,0.05711964117866502,0.0,746.2375,770.2625,,-16.1,-19.5
2021-12-18,-12.5125,60.625,2.75,,11.0,-18.7125,0.09713347667551117,0.0,741.3,764.9125,,-7.8,-15.3
2021-12-19,-9.175,58.0,3.125,,14.25,-16.0375,0.13690810749282356,0.0,738.1,761.2375,,-5.7,-14.3
2021-12-20,-3.2375,59.375,4.125,,13.5,-10.1375,0.20012122352729506,0.0,734.5,757.0125,,-0.1,-5.8
2021-12-21,-13.325,48.375,2.5,,17.5,-22.2375,0.11615559839863811,0.0,745.6,768.975,,-7.5,-17.4
2021-12-22,-15.875,51.0,1.375,,11.875,-23.9375,0.09161642421293095,0.0,750.275,774.35,,-12.7,-19.7
2021-12-23,-17.6,64.625,2.0,,6.025,-22.8875,0.060065102764191886,0.0,751.325,775.5125,,-12.7,-20.7
2021-12-24,-22.9,55.625,2.375,,11.95,-29.5375,0.04439176564142322,0.4,756.0,780.7875,,-20.8,-25.0
2021-12-25,-23.05,56.375,2.75,,8.75,-29.4625,0.044068330933486013,0.2,755.8375,780.8,,-20.1,-26.3
2021-12-26,-18.075,55.375,3.375,,10.75,-24.9125,0.06782205992237286,0.0,751.0,775.4,,-14.6,-21.3
2021-12-27,-15.3375,63.125,2.5,,8.225,-20.8875,0.07195388464968672,0.0,748.3125,772.2625,,-12.3,-19.0
2021-12-28,-11.1625,58.625,2.875,,8.0625,-17.9375,0.12049422297329296,0.0,743.1,766.65,,-3.6,-16.1
2021-12-29,-15.6125,64.75,1.875,,6.175,-20.912499999999998,0.06561839031482714,0.0,744.825,768.525,,-13.6,-18.6
2021-12-30,-17.650000000000002,56.5,3.0,,10.875,-24.475,0.06829666807312951,0.0,746.85,770.8875,,-13.6,-21.8
2021-12-31,-17.9125,50.5,2.125,,9.7375,-25.9875,0.07826656330105505,0.0,751.5125,775.85,,-14.2,-20.8
